folder_name;precision_0;precision_1;precision_2;recall_0;recall_1;recall_2;test_acc_0;test_acc_1;test_acc_2
fold0;0.9285343885421753;0.5431252121925354;0.5322872400283813;0.9256193041801453;0.506112813949585;0.5173710584640503;0.9270544648170471;0.5459641218185425;0.4786931872367859
fold1;0.9221249222755432;0.5812085270881653;0.5634070038795471;0.9143075942993164;0.531019926071167;0.5487286448478699;0.9187442064285278;0.5964125394821167;0.5440340638160706
fold2;0.9127078056335449;0.5767011642456055;0.606671929359436;0.9194799065589905;0.5570077896118164;0.6106073260307312;0.9150508046150208;0.615470826625824;0.5852272510528564
fold3;0.9153452515602112;0.5659996271133423;0.6049460172653198;0.9191315174102783;0.5400878190994263;0.5977154970169067;0.9168975353240967;0.5795964002609253;0.5681818127632141
fold4;0.9276317358016968;0.5990715622901917;0.5920653343200684;0.9171304702758789;0.5423674583435059;0.5747643709182739;0.9224376678466797;0.6165919303894043;0.5568181872367859
