folder_name;precision_0;precision_1;precision_2;recall_0;recall_1;recall_2;test_acc_0;test_acc_1;test_acc_2
fold0;0.9513194561004639;0.6335563659667969;0.5830309391021729;0.9493207931518555;0.5571428537368774;0.5205907225608826;0.9510618448257446;0.5874439477920532;0.46022728085517883
fold1;0.9375661015510559;0.634657621383667;0.5992321968078613;0.9378554821014404;0.5831307172775269;0.584534764289856;0.9381347894668579;0.6199551820755005;0.5355113744735718
fold2;0.9374620914459229;0.6496713161468506;0.6019388437271118;0.9312608242034912;0.547382652759552;0.5474792122840881;0.9353647232055664;0.6188340783119202;0.49147728085517883
fold3;0.9413893222808838;0.6450417637825012;0.6035618782043457;0.9327645301818848;0.5658223628997803;0.5378718376159668;0.9381347894668579;0.615470826625824;0.4943181872367859
fold4;0.9395529627799988;0.6496562957763672;0.5666561126708984;0.9384485483169556;0.5763593316078186;0.5206681489944458;0.9390581846237183;0.6300448179244995;0.46022728085517883
