folder_name;precision_0;recall_0;test_acc
fold0;0.793144941329956;0.7304028868675232;0.7387283444404602
fold1;0.8447363376617432;0.8336081504821777;0.8393017053604126
fold2;0.760148286819458;0.7655941843986511;0.7702814340591431
fold3;0.82087242603302;0.7779269218444824;0.8051146268844604
fold4;0.7803242206573486;0.7471944093704224;0.7542411684989929
