folder_name;precision_0;recall_0;test_acc
fold0;0.772601842880249;0.723138689994812;0.7294797897338867
fold1;0.8606495261192322;0.8410982489585876;0.8509399890899658
fold2;0.7739827036857605;0.7518513798713684;0.7793874144554138
fold3;0.7925026416778564;0.7865548133850098;0.7993826866149902
fold4;0.7883381843566895;0.7618039846420288;0.7666208148002625
