folder_name;precision_0;recall_0;test_acc
fold0;0.7892321348190308;0.771405816078186;0.7722543478012085
fold1;0.803497314453125;0.7746645212173462;0.7932489514350891
fold2;0.7687471508979797;0.752619206905365;0.7760761380195618
fold3;0.7373725175857544;0.733535885810852;0.7411816716194153
fold4;0.7935793995857239;0.6700147390365601;0.7203117609024048
