folder_name;test_acc_1;precision_tl(0);recall_tl(0)
fold0_fold0;0.7381502985954285;0.8007533550262451;0.7284343242645264
fold0_fold1;0.7040462493896484;0.7558329105377197;0.6956098079681396
fold0_fold2;0.7023121118545532;0.7748441696166992;0.6888937950134277
fold0_fold3;0.7589595317840576;0.7741812467575073;0.7576327323913574
fold0_fold4;0.7208092212677002;0.7356418967247009;0.7225269079208374
fold1_fold0;0.8146821856498718;0.8280019760131836;0.7973179817199707
fold1_fold1;0.8258728981018066;0.8265760540962219;0.8230663537979126
fold1_fold2;0.8097583055496216;0.8032063245773315;0.8125603795051575
fold1_fold3;0.7931960821151733;0.7861546874046326;0.7982242107391357
fold1_fold4;0.7972247004508972;0.7926581501960754;0.8287723064422607
fold2_fold0;0.7636589407920837;0.7609260678291321;0.736852765083313
fold2_fold1;0.7657284736633301;0.74894118309021;0.762451171875
fold2_fold2;0.7553808093070984;0.7379494309425354;0.7479690909385681
fold2_fold3;0.7868377566337585;0.772148847579956;0.7724738121032715
fold2_fold4;0.7781456708908081;0.7750979065895081;0.7718849182128906
fold3_fold0;0.7522045969963074;0.7634541988372803;0.715935230255127
fold3_fold1;0.75;0.7552310228347778;0.7203623056411743
fold3_fold2;0.8046737313270569;0.7997870445251465;0.7831447124481201
fold3_fold3;0.8214285969734192;0.8227779865264893;0.8193793296813965
fold3_fold4;0.7601410746574402;0.7490050196647644;0.7371733784675598
fold4_fold0;0.7606602311134338;0.7888517379760742;0.7468061447143555
fold4_fold1;0.732232928276062;0.7275270223617554;0.7370114922523499
fold4_fold2;0.7501146197319031;0.7842890024185181;0.7229706048965454
fold4_fold3;0.7281063795089722;0.7278743982315063;0.755409300327301
fold4_fold4;0.7450710535049438;0.7716547250747681;0.7331939339637756
