folder_name;test_acc_1;precision_tl(0);recall_tl(0)
fold0_fold0;0.7606936693191528;0.797764778137207;0.7550593614578247
fold0_fold1;0.7236994504928589;0.76694655418396;0.7165026664733887
fold0_fold2;0.7127167582511902;0.7654663920402527;0.7011473178863525
fold0_fold3;0.7543352842330933;0.7553137540817261;0.7560057640075684
fold0_fold4;0.6994219422340393;0.7524358034133911;0.6924141049385071
fold1_fold0;0.8267681002616882;0.8369280099868774;0.8169581890106201
fold1_fold1;0.8294538855552673;0.8406740427017212;0.8149115443229675
fold1_fold2;0.8146821856498718;0.811988353729248;0.8117893934249878
fold1_fold3;0.787376880645752;0.8184544444084167;0.7608891129493713
fold1_fold4;0.8043867349624634;0.8031206727027893;0.8401995897293091
fold2_fold0;0.762417197227478;0.7672213315963745;0.7278895974159241
fold2_fold1;0.7789735198020935;0.7691279053688049;0.7535908222198486
fold2_fold2;0.7574503421783447;0.7543189525604248;0.7102644443511963
fold2_fold3;0.7814569473266602;0.7647940516471863;0.7856538891792297
fold2_fold4;0.762417197227478;0.7663801908493042;0.7635571956634521
fold3_fold0;0.7535273432731628;0.7733268737792969;0.7025660872459412
fold3_fold1;0.7561728358268738;0.7586251497268677;0.7277882099151611
fold3_fold2;0.7998236417770386;0.8098907470703125;0.7844518423080444
fold3_fold3;0.820105791091919;0.8178757429122925;0.8213425278663635
fold3_fold4;0.7808641791343689;0.7676340341567993;0.7733253240585327
fold4_fold0;0.7533241510391235;0.7656342387199402;0.7477498650550842
fold4_fold1;0.7588262557983398;0.7620055675506592;0.7509773969650269
fold4_fold2;0.73911052942276;0.7612689733505249;0.7216104865074158
fold4_fold3;0.7354424595832825;0.7452633380889893;0.7484415769577026
fold4_fold4;0.7569922208786011;0.7738232612609863;0.7479537725448608
