folder_name;test_acc_1;precision_tl(0);recall_tl(0)
fold0_fold0;0.6312138438224792;0.7303386330604553;0.6146507859230042
fold0_fold1;0.6745664477348328;0.7391472458839417;0.6616457104682922
fold0_fold2;0.6294797658920288;0.6861864328384399;0.6136754751205444
fold0_fold3;0.7393063306808472;0.7436667084693909;0.7393372058868408
fold0_fold4;0.6710982918739319;0.7181917428970337;0.6637094616889954
fold1_fold0;0.8030438423156738;0.8208749294281006;0.7814590930938721
fold1_fold1;0.8021486401557922;0.8002129197120667;0.8292708396911621
fold1_fold2;0.7735004425048828;0.7718995809555054;0.774669885635376
fold1_fold3;0.790062665939331;0.7843946814537048;0.8020938634872437
fold1_fold4;0.7699194550514221;0.7640783786773682;0.7923032641410828
fold2_fold0;0.7090231776237488;0.7300689816474915;0.6437441110610962
fold2_fold1;0.7338576316833496;0.7197672724723816;0.7101063132286072
fold2_fold2;0.7230960130691528;0.7405388951301575;0.6497029066085815
fold2_fold3;0.7582781314849854;0.7460586428642273;0.7277075052261353
fold2_fold4;0.7541390657424927;0.7463220953941345;0.752616286277771
fold3_fold0;0.7857142686843872;0.7839223146438599;0.7634116411209106
fold3_fold1;0.7910053133964539;0.7826717495918274;0.7949140071868896
fold3_fold2;0.8179012537002563;0.8131603598594666;0.8046343922615051
fold3_fold3;0.802028238773346;0.7976968288421631;0.7984261512756348
fold3_fold4;0.7561728358268738;0.753728985786438;0.72245854139328
fold4_fold0;0.7404860258102417;0.7691562175750732;0.728618323802948
fold4_fold1;0.7560752034187317;0.7813464403152466;0.7504886388778687
fold4_fold2;0.7597432136535645;0.7834770679473877;0.7529882192611694
fold4_fold3;0.7294818758964539;0.7498390674591064;0.7362647652626038
fold4_fold4;0.7308574318885803;0.7620415687561035;0.7277390956878662
